PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
3.2719889394751385,-1.3143584338812302,2,1,1
0.2525197394532065,2.2113319077183506,0,0,1
-0.8517872610622016,0.07783881769673862,1,2,1
-2.5124403160546867,-0.893741575944926,1,3,0
0.7102595799018808,-0.3393420706087865,2,1,1
4.496910696558427,-1.5543506077774643,2,1,1
-0.8955115672243277,-0.6561424892626181,1,3,0
-1.3598512095479514,1.1950016548183273,0,0,0
-2.0026854496904183,-0.5224636421210095,1,3,0
-0.4952273517440621,-3.276810183603146,1,2,1
0.2815132470629351,0.8336941664455599,0,0,0
-1.2617323017078155,2.5997653928324636,0,0,0
-2.6749918788231453,-0.8769015088504812,1,3,0
0.5851140933514924,-0.6096220708817435,1,0,0
1.2887306492015569,1.8163561356436766,0,2,1
1.3248860573175867,-0.40910882571845847,2,0,0
-0.4952316584943023,0.05346344955503304,1,0,0
-1.7691834347767752,0.3478875624578296,1,0,0
0.8174257490550285,0.625078447122479,0,1,1
1.7392253074855004,0.3046164241584009,2,2,-1
-0.0922198580053531,-1.0086469271337704,1,3,0
-0.3278430529579647,-0.880611737578775,1,2,1
3.006524101878497,1.1729810046307425,2,1,1
0.3098362461801149,-0.23296509646880592,1,0,0
-1.2761513116344336,1.3645617276391937,0,0,0
1.00615208188897,0.44260990963732044,0,2,1
0.2152193105494493,3.1575214877678524,0,0,0
-0.912410041383955,1.488083263415667,0,0,0
-1.5936795919053064,-0.2150802807047561,1,2,1
-2.0020530034552833,0.14604606831726147,1,0,0
-1.2836355589293384,-0.1237850514153547,1,0,0
-1.1784471125889429,-1.2309514172342033,1,3,0
0.22889633277790825,-0.5906431584318199,1,0,0
-0.6834435098374908,0.05359341150231553,1,0,0
3.1592037551575145,2.255970601101271,2,1,-1
-0.028471282203188737,-1.8830058331235622,1,3,0
-0.1616970063454734,2.1977354237740094,0,0,0
2.463884049096001,0.5098996941689794,2,1,1
